pid,timestamp,UNLOCK_STATE#unlock_count#weekdays_morning,UNLOCK_STATE#total_duration#weekdays_morning,UNLOCK_STATE#unlock_count#weekdays_afternoon,UNLOCK_STATE#total_duration#weekdays_afternoon,UNLOCK_STATE#unlock_count#weekdays_evening,UNLOCK_STATE#total_duration#weekdays_evening,UNLOCK_STATE#unlock_count#weekdays_night,UNLOCK_STATE#total_duration#weekdays_night,UNLOCK_STATE#unlock_count#weekends_morning,UNLOCK_STATE#total_duration#weekends_morning,UNLOCK_STATE#unlock_count#weekends_afternoon,UNLOCK_STATE#total_duration#weekends_afternoon,UNLOCK_STATE#unlock_count#weekends_evening,UNLOCK_STATE#total_duration#weekends_evening,UNLOCK_STATE#unlock_count#weekends_night,UNLOCK_STATE#total_duration#weekends_night
408,2021-10-06,,,,,19.0,44905.464,,,,,,,,,,
408,2021-10-07,12.0,6749.762000000001,,,,,,,,,,,,,,
408,2021-10-07,,,5.0,10218.83,,,,,,,,,,,,
408,2021-10-08,,,47.0,8688.241,,,,,,,,,,,,
408,2021-10-08,,,,,15.0,44084.235,,,,,,,,,,
408,2021-10-09,,,,,,,,,7.0,1616.93,,,,,,
408,2021-10-09,,,,,,,,,,,27.0,3387.7560000000003,,,,
408,2021-10-09,,,,,,,,,,,,,5.0,11445.242,,
408,2021-10-10,,,,,,,,,3.0,126.90600000000002,,,,,,
408,2021-10-10,,,,,,,,,,,15.0,8311.798999999999,,,,
408,2021-10-10,,,,,,,,,,,,,7.0,38138.634000000005,,
408,2021-10-10,,,,,,,,,,,,,,,1.0,630.138
408,2021-10-11,16.0,1957.8290000000002,,,,,,,,,,,,,,
408,2021-10-11,,,2.0,133.48399999999998,,,,,,,,,,,,
408,2021-10-11,,,,,20.0,9059.148000000001,,,,,,,,,,
408,2021-10-12,11.0,1455.553,,,,,,,,,,,,,,
408,2021-10-12,,,27.0,16268.367,,,,,,,,,,,,
408,2021-10-12,,,,,24.0,17236.982,,,,,,,,,,
408,2021-10-12,,,,,,,2.0,29697.503,,,,,,,,
408,2021-10-13,3.0,269.41499999999996,,,,,,,,,,,,,,
408,2021-10-13,,,23.0,19734.272,,,,,,,,,,,,
408,2021-10-13,,,,,16.0,6938.95,,,,,,,,,,
408,2021-10-13,,,,,,,3.0,26141.627,,,,,,,,
408,2021-10-14,12.0,5906.689,,,,,,,,,,,,,,
408,2021-10-14,,,15.0,7451.992,,,,,,,,,,,,
408,2021-10-14,,,,,14.0,9886.42,,,,,,,,,,
408,2021-10-14,,,,,,,10.0,19706.141,,,,,,,,
408,2021-10-15,2.0,68.753,,,,,,,,,,,,,,
408,2021-10-15,,,17.0,14438.135,,,,,,,,,,,,
408,2021-10-15,,,,,7.0,713.4640000000002,,,,,,,,,,
408,2021-10-15,,,,,,,7.0,22052.672,,,,,,,,
408,2021-10-16,,,,,,,,,21.0,4906.021,,,,,,
408,2021-10-16,,,,,,,,,,,20.0,9502.169,,,,
408,2021-10-16,,,,,,,,,,,,,25.0,2996.727,,
408,2021-10-17,,,,,,,,,3.0,8751.496,,,,,,
408,2021-10-17,,,,,,,,,,,20.0,4569.416,,,,
408,2021-10-17,,,,,,,,,,,,,17.0,2881.0229999999992,,
408,2021-10-18,2.0,674.707,,,,,,,,,,,,,,
408,2021-10-18,,,9.0,6068.769,,,,,,,,,,,,
408,2021-10-18,,,,,12.0,12342.093,,,,,,,,,,
408,2021-10-19,1.0,1838.016,,,,,,,,,,,,,,
408,2021-10-19,,,11.0,6567.811,,,,,,,,,,,,
408,2021-10-19,,,,,9.0,46250.639,,,,,,,,,,
408,2021-10-19,,,,,,,9.0,10177.786,,,,,,,,
408,2021-10-20,2.0,10346.452,,,,,,,,,,,,,,
408,2021-10-20,,,2.0,7834.942999999999,,,,,,,,,,,,
408,2021-10-20,,,,,6.0,40472.84,,,,,,,,,,
408,2021-10-21,7.0,5607.293,,,,,,,,,,,,,,
408,2021-10-21,,,18.0,12728.353000000001,,,,,,,,,,,,
408,2021-10-22,,,3.0,1510.257,,,,,,,,,,,,
408,2021-10-22,,,,,21.0,6916.791,,,,,,,,,,
408,2021-10-23,,,,,,,,,7.0,4212.238,,,,,,
408,2021-10-23,,,,,,,,,,,36.0,4640.259999999999,,,,
408,2021-10-23,,,,,,,,,,,,,27.0,1405.979,,
408,2021-10-23,,,,,,,,,,,,,,,6.0,16552.096999999998
408,2021-10-24,,,,,,,,,36.0,4678.7919999999995,,,,,,
408,2021-10-24,,,,,,,,,,,38.0,8260.987000000001,,,,
408,2021-10-24,,,,,,,,,,,,,11.0,9093.625,,
408,2021-10-24,,,,,,,,,,,,,,,10.0,3102.778
408,2021-10-25,10.0,3048.235,,,,,,,,,,,,,,
408,2021-10-25,,,33.0,7573.148000000001,,,,,,,,,,,,
408,2021-10-25,,,,,27.0,11496.859000000002,,,,,,,,,,
408,2021-10-25,,,,,,,1.0,1083.091,,,,,,,,
408,2021-10-26,4.0,5145.195,,,,,,,,,,,,,,
408,2021-10-26,,,13.0,13093.389,,,,,,,,,,,,
408,2021-10-26,,,,,19.0,7470.398,,,,,,,,,,
408,2021-10-26,,,,,,,11.0,11282.791,,,,,,,,
408,2021-10-27,1.0,5891.469,,,,,,,,,,,,,,
408,2021-10-27,,,17.0,12875.83,,,,,,,,,,,,
408,2021-10-27,,,,,13.0,64638.025,,,,,,,,,,
408,2021-10-27,,,,,,,12.0,6615.2480000000005,,,,,,,,
408,2021-10-28,,,9.0,22012.414,,,,,,,,,,,,
408,2021-10-28,,,,,7.0,12592.315,,,,,,,,,,
408,2021-10-29,3.0,694.7040000000001,,,,,,,,,,,,,,
408,2021-10-29,,,15.0,12727.731999999998,,,,,,,,,,,,
408,2021-10-29,,,,,11.0,9702.280999999999,,,,,,,,,,
408,2021-10-29,,,,,,,2.0,9844.065,,,,,,,,
408,2021-10-30,,,,,,,,,2.0,13.146999999999998,,,,,,
408,2021-10-30,,,,,,,,,,,8.0,7864.295,,,,
408,2021-10-30,,,,,,,,,,,,,10.0,12285.216,,
408,2021-10-31,,,,,,,,,3.0,1704.965,,,,,,
408,2021-10-31,,,,,,,,,,,29.0,7999.927000000001,,,,
408,2021-10-31,,,,,,,,,,,,,8.0,5417.997,,
408,2021-10-31,,,,,,,,,,,,,,,4.0,22367.804
408,2021-11-01,3.0,3265.297,,,,,,,,,,,,,,
408,2021-11-01,,,18.0,11733.002,,,,,,,,,,,,
408,2021-11-01,,,,,23.0,13701.792000000001,,,,,,,,,,
408,2021-11-01,,,,,,,7.0,12700.824,,,,,,,,
408,2021-11-02,9.0,4133.138,,,,,,,,,,,,,,
408,2021-11-02,,,25.0,65384.713,,,,,,,,,,,,
408,2021-11-02,,,,,,,10.0,24561.160000000003,,,,,,,,
408,2021-11-03,5.0,6536.958,,,,,,,,,,,,,,
408,2021-11-03,,,16.0,2985.078,,,,,,,,,,,,
408,2021-11-03,,,,,11.0,16131.057,,,,,,,,,,
408,2021-11-04,6.0,3360.747,,,,,,,,,,,,,,
408,2021-11-04,,,16.0,1868.6129999999998,,,,,,,,,,,,
408,2021-11-04,,,,,24.0,17555.368000000002,,,,,,,,,,
408,2021-11-04,,,,,,,8.0,8669.777999999998,,,,,,,,
408,2021-11-05,,,1.0,502.915,,,,,,,,,,,,
408,2021-11-05,,,,,14.0,14098.699,,,,,,,,,,
408,2021-11-05,,,,,,,3.0,11655.307999999999,,,,,,,,
408,2021-11-06,,,,,,,,,,,37.0,2859.7070000000003,,,,
408,2021-11-06,,,,,,,,,,,,,30.0,4377.65,,
408,2021-11-06,,,,,,,,,,,,,,,1.0,8660.672
408,2021-11-07,,,,,,,,,3.0,1715.615,,,,,,
408,2021-11-07,,,,,,,,,,,18.0,7736.35,,,,
408,2021-11-07,,,,,,,,,,,,,17.0,3026.764,,
408,2021-11-07,,,,,,,,,,,,,,,2.0,26126.324
408,2021-11-08,5.0,163.87399999999997,,,,,,,,,,,,,,
408,2021-11-08,,,50.0,11603.287000000002,,,,,,,,,,,,
408,2021-11-08,,,,,18.0,11029.369,,,,,,,,,,
408,2021-11-08,,,,,,,5.0,3277.617,,,,,,,,
408,2021-11-09,4.0,2329.546,,,,,,,,,,,,,,
408,2021-11-09,,,15.0,5231.387,,,,,,,,,,,,
408,2021-11-09,,,,,22.0,4958.776000000001,,,,,,,,,,
408,2021-11-09,,,,,,,1.0,924.321,,,,,,,,
408,2021-11-10,4.0,9260.823,,,,,,,,,,,,,,
408,2021-11-10,,,7.0,16819.485,,,,,,,,,,,,
408,2021-11-10,,,,,33.0,8170.442999999999,,,,,,,,,,
408,2021-11-11,2.0,282.634,,,,,,,,,,,,,,
408,2021-11-11,,,21.0,11609.55,,,,,,,,,,,,
408,2021-11-11,,,,,25.0,12292.053,,,,,,,,,,
408,2021-11-11,,,,,,,22.0,26869.400999999998,,,,,,,,
408,2021-11-12,6.0,520.083,,,,,,,,,,,,,,
408,2021-11-12,,,16.0,11105.750999999998,,,,,,,,,,,,
408,2021-11-12,,,,,32.0,38267.388000000006,,,,,,,,,,
408,2021-11-12,,,,,,,2.0,348.766,,,,,,,,
408,2021-11-13,,,,,,,,,28.0,10035.497,,,,,,
408,2021-11-13,,,,,,,,,,,16.0,17852.077999999998,,,,
408,2021-11-13,,,,,,,,,,,,,41.0,2923.995,,
408,2021-11-14,,,,,,,,,,,29.0,3464.6399999999994,,,,
408,2021-11-14,,,,,,,,,,,,,39.0,13287.419999999998,,
408,2021-11-14,,,,,,,,,,,,,,,32.0,4845.392
408,2021-11-15,2.0,503.269,,,,,,,,,,,,,,
408,2021-11-15,,,11.0,22913.273,,,,,,,,,,,,
408,2021-11-15,,,,,14.0,3850.103,,,,,,,,,,
408,2021-11-15,,,,,,,4.0,9067.405999999999,,,,,,,,
408,2021-11-16,1.0,141.486,,,,,,,,,,,,,,
408,2021-11-16,,,10.0,12006.789,,,,,,,,,,,,
408,2021-11-16,,,,,25.0,5722.852999999999,,,,,,,,,,
408,2021-11-16,,,,,,,6.0,9451.2,,,,,,,,
408,2021-11-17,1.0,3942.091,,,,,,,,,,,,,,
408,2021-11-17,,,15.0,8180.072000000001,,,,,,,,,,,,
408,2021-11-17,,,,,15.0,18014.426,,,,,,,,,,
408,2021-11-17,,,,,,,5.0,100.366,,,,,,,,
408,2021-11-18,,,35.0,23929.175000000003,,,,,,,,,,,,
408,2021-11-18,,,,,5.0,4963.521000000001,,,,,,,,,,
408,2021-11-19,13.0,2733.388,,,,,,,,,,,,,,
408,2021-11-19,,,27.0,3650.8419999999996,,,,,,,,,,,,
408,2021-11-19,,,,,29.0,9865.785,,,,,,,,,,
408,2021-11-19,,,,,,,13.0,24322.777000000002,,,,,,,,
408,2021-11-20,,,,,,,,,1.0,67.344,,,,,,
408,2021-11-20,,,,,,,,,,,17.0,11479.267,,,,
408,2021-11-20,,,,,,,,,,,,,1.0,52874.618,,
408,2021-11-20,,,,,,,,,,,,,,,22.0,21143.445000000003
408,2021-11-21,,,,,,,,,10.0,6523.095,,,,,,
408,2021-11-21,,,,,,,,,,,15.0,11612.997,,,,
408,2021-11-21,,,,,,,,,,,,,25.0,10374.861,,
408,2021-11-22,13.0,4497.941,,,,,,,,,,,,,,
408,2021-11-22,,,40.0,13895.27,,,,,,,,,,,,
408,2021-11-22,,,,,23.0,8620.628,,,,,,,,,,
408,2021-11-22,,,,,,,11.0,4592.923000000001,,,,,,,,
408,2021-11-23,,,19.0,10397.029,,,,,,,,,,,,
408,2021-11-23,,,,,,,5.0,31138.657,,,,,,,,
408,2021-11-24,1.0,17150.926,,,,,,,,,,,,,,
408,2021-11-24,,,5.0,4494.5509999999995,,,,,,,,,,,,
408,2021-11-24,,,,,15.0,9161.169000000002,,,,,,,,,,
408,2021-11-24,,,,,,,4.0,16099.775000000001,,,,,,,,
408,2021-11-25,,,41.0,8316.713,,,,,,,,,,,,
408,2021-11-25,,,,,,,1.0,59.04,,,,,,,,
408,2021-11-26,1.0,29.614,,,,,,,,,,,,,,
408,2021-11-26,,,26.0,8495.439999999999,,,,,,,,,,,,
408,2021-11-26,,,,,30.0,15943.43,,,,,,,,,,
408,2021-11-27,,,,,,,,,23.0,5600.705999999999,,,,,,
408,2021-11-27,,,,,,,,,,,19.0,14344.722999999998,,,,
408,2021-11-27,,,,,,,,,,,,,20.0,4139.273999999999,,
408,2021-11-27,,,,,,,,,,,,,,,2.0,939.307
408,2021-11-28,,,,,,,,,3.0,1150.46,,,,,,
408,2021-11-28,,,,,,,,,,,24.0,8103.648,,,,
408,2021-11-28,,,,,,,,,,,,,14.0,44415.686,,
408,2021-11-28,,,,,,,,,,,,,,,2.0,22983.051
408,2021-11-29,16.0,3453.1620000000003,,,,,,,,,,,,,,
408,2021-11-29,,,26.0,4806.875000000001,,,,,,,,,,,,
408,2021-11-29,,,,,21.0,12476.282,,,,,,,,,,
408,2021-11-30,4.0,2309.995,,,,,,,,,,,,,,
408,2021-11-30,,,32.0,9546.547000000002,,,,,,,,,,,,
408,2021-11-30,,,,,24.0,8926.966,,,,,,,,,,
408,2021-11-30,,,,,,,3.0,3911.9309999999996,,,,,,,,
408,2021-12-01,3.0,5108.494,,,,,,,,,,,,,,
408,2021-12-01,,,19.0,4523.275000000001,,,,,,,,,,,,
408,2021-12-01,,,,,14.0,2131.5640000000003,,,,,,,,,,
408,2021-12-01,,,,,,,13.0,18626.905,,,,,,,,
408,2021-12-02,10.0,4685.873,,,,,,,,,,,,,,
408,2021-12-02,,,6.0,55948.045,,,,,,,,,,,,
408,2021-12-03,4.0,111.88499999999999,,,,,,,,,,,,,,
408,2021-12-03,,,14.0,9107.871,,,,,,,,,,,,
408,2021-12-03,,,,,14.0,71884.406,,,,,,,,,,
408,2021-12-03,,,,,,,1.0,13240.33,,,,,,,,
408,2021-12-04,,,,,,,,,,,4.0,2399.3630000000003,,,,
408,2021-12-04,,,,,,,,,,,,,21.0,8260.105,,
408,2021-12-05,,,,,,,,,2.0,8027.968,,,,,,
408,2021-12-05,,,,,,,,,,,1.0,16585.389,,,,
408,2021-12-05,,,,,,,,,,,,,30.0,3562.249,,
408,2021-12-05,,,,,,,,,,,,,,,1.0,390.352
408,2021-12-06,1.0,34.755,,,,,,,,,,,,,,
408,2021-12-06,,,25.0,8547.08,,,,,,,,,,,,
408,2021-12-06,,,,,13.0,7086.102,,,,,,,,,,
408,2021-12-06,,,,,,,8.0,5198.186,,,,,,,,
408,2021-12-07,10.0,1466.9900000000002,,,,,,,,,,,,,,
408,2021-12-07,,,6.0,3596.037,,,,,,,,,,,,
408,2021-12-07,,,,,,,15.0,9747.568,,,,,,,,
411,2021-09-08,,,20.0,6749.3820000000005,,,,,,,,,,,,
411,2021-09-08,,,,,3.0,8712.539,,,,,,,,,,
411,2021-09-09,20.0,5002.719000000001,,,,,,,,,,,,,,
411,2021-09-09,,,14.0,9135.858999999999,,,,,,,,,,,,
411,2021-09-09,,,,,10.0,4440.057,,,,,,,,,,
411,2021-09-10,4.0,7110.851000000001,,,,,,,,,,,,,,
411,2021-09-10,,,14.0,4128.25,,,,,,,,,,,,
411,2021-09-10,,,,,8.0,15154.378,,,,,,,,,,
411,2021-09-11,,,,,,,,,16.0,5900.454000000001,,,,,,
411,2021-09-11,,,,,,,,,,,21.0,1395.4699999999998,,,,
411,2021-09-11,,,,,,,,,,,,,11.0,6738.639000000001,,
411,2021-09-12,,,,,,,,,4.0,9253.646,,,,,,
411,2021-09-12,,,,,,,,,,,4.0,7822.192,,,,
411,2021-09-12,,,,,,,,,,,,,13.0,2887.393,,
411,2021-09-13,9.0,7918.5509999999995,,,,,,,,,,,,,,
411,2021-09-13,,,20.0,6288.842000000001,,,,,,,,,,,,
411,2021-09-13,,,,,10.0,4582.887000000001,,,,,,,,,,
411,2021-09-14,13.0,10388.271,,,,,,,,,,,,,,
411,2021-09-14,,,15.0,841.738,,,,,,,,,,,,
411,2021-09-14,,,,,10.0,9619.858,,,,,,,,,,
411,2021-09-15,11.0,7097.214,,,,,,,,,,,,,,
411,2021-09-15,,,20.0,3718.687,,,,,,,,,,,,
411,2021-09-15,,,,,6.0,8535.768,,,,,,,,,,
411,2021-09-16,21.0,3805.5069999999996,,,,,,,,,,,,,,
411,2021-09-16,,,14.0,5124.531,,,,,,,,,,,,
411,2021-09-16,,,,,11.0,5597.539999999999,,,,,,,,,,
411,2021-09-16,,,,,,,1.0,6651.635,,,,,,,,
411,2021-09-17,5.0,28985.806,,,,,,,,,,,,,,
411,2021-09-17,,,2.0,795.4159999999999,,,,,,,,,,,,
411,2021-09-17,,,,,6.0,6028.496000000001,,,,,,,,,,
411,2021-09-18,,,,,,,,,11.0,2725.204,,,,,,
411,2021-09-18,,,,,,,,,,,6.0,1940.036,,,,
411,2021-09-18,,,,,,,,,,,,,5.0,12118.402999999998,,
411,2021-09-18,,,,,,,,,,,,,,,1.0,9241.211
411,2021-09-19,,,,,,,,,4.0,13248.791000000001,,,,,,
411,2021-09-19,,,,,,,,,,,11.0,6519.133000000001,,,,
411,2021-09-19,,,,,,,,,,,,,8.0,11219.286,,
411,2021-09-20,4.0,10450.074999999999,,,,,,,,,,,,,,
411,2021-09-20,,,10.0,9303.983999999999,,,,,,,,,,,,
411,2021-09-20,,,,,5.0,2502.8700000000003,,,,,,,,,,
411,2021-09-21,5.0,10651.728,,,,,,,,,,,,,,
411,2021-09-21,,,8.0,14263.346000000001,,,,,,,,,,,,
411,2021-09-21,,,,,6.0,1611.464,,,,,,,,,,
411,2021-09-22,,,10.0,1564.3549999999998,,,,,,,,,,,,
411,2021-09-22,,,,,10.0,6601.5650000000005,,,,,,,,,,
411,2021-09-23,12.0,14229.982999999998,,,,,,,,,,,,,,
411,2021-09-23,,,20.0,5969.926,,,,,,,,,,,,
411,2021-09-23,,,,,9.0,7630.582,,,,,,,,,,
411,2021-09-24,7.0,7415.191000000001,,,,,,,,,,,,,,
411,2021-09-24,,,12.0,10039.778,,,,,,,,,,,,
411,2021-09-24,,,,,13.0,2736.243,,,,,,,,,,
411,2021-09-25,,,,,,,,,22.0,7878.822,,,,,,
411,2021-09-25,,,,,,,,,,,19.0,3085.0650000000005,,,,
411,2021-09-25,,,,,,,,,,,,,6.0,29822.547000000002,,
411,2021-09-26,,,,,,,,,6.0,9923.652999999998,,,,,,
411,2021-09-26,,,,,,,,,,,20.0,5593.504000000001,,,,
411,2021-09-26,,,,,,,,,,,,,11.0,2560.659,,
411,2021-09-26,,,,,,,,,,,,,,,1.0,8796.014
411,2021-09-27,1.0,1262.906,,,,,,,,,,,,,,
411,2021-09-27,,,9.0,1314.858,,,,,,,,,,,,
411,2021-09-27,,,,,7.0,3623.6330000000003,,,,,,,,,,
411,2021-09-28,14.0,10422.844,,,,,,,,,,,,,,
411,2021-09-28,,,24.0,10056.028999999999,,,,,,,,,,,,
411,2021-09-28,,,,,11.0,2400.779,,,,,,,,,,
411,2021-09-29,9.0,8589.194,,,,,,,,,,,,,,
411,2021-09-29,,,4.0,689.7930000000001,,,,,,,,,,,,
411,2021-09-29,,,,,8.0,5188.014999999999,,,,,,,,,,
411,2021-09-30,10.0,2216.9500000000003,,,,,,,,,,,,,,
411,2021-09-30,,,14.0,8906.966,,,,,,,,,,,,
411,2021-09-30,,,,,7.0,12691.587,,,,,,,,,,
411,2021-10-01,18.0,11135.287,,,,,,,,,,,,,,
411,2021-10-01,,,18.0,4350.647,,,,,,,,,,,,
411,2021-10-01,,,,,12.0,3106.4130000000005,,,,,,,,,,
411,2021-10-01,,,,,,,1.0,2244.697,,,,,,,,
411,2021-10-02,,,,,,,,,9.0,8960.489,,,,,,
411,2021-10-02,,,,,,,,,,,14.0,9431.298,,,,
411,2021-10-02,,,,,,,,,,,,,1.0,0.372,,
411,2021-10-03,,,,,,,,,15.0,10686.427000000001,,,,,,
411,2021-10-03,,,,,,,,,,,11.0,8631.276,,,,
411,2021-10-03,,,,,,,,,,,,,12.0,7246.373000000001,,
411,2021-10-04,7.0,10257.538000000002,,,,,,,,,,,,,,
411,2021-10-04,,,10.0,13982.125,,,,,,,,,,,,
411,2021-10-04,,,,,16.0,6535.773,,,,,,,,,,
411,2021-10-05,9.0,15852.605,,,,,,,,,,,,,,
411,2021-10-05,,,20.0,7373.880000000001,,,,,,,,,,,,
411,2021-10-05,,,,,8.0,6273.593,,,,,,,,,,
411,2021-10-06,4.0,224.31600000000003,,,,,,,,,,,,,,
411,2021-10-06,,,27.0,4454.343,,,,,,,,,,,,
411,2021-10-06,,,,,11.0,3039.738,,,,,,,,,,
411,2021-10-07,9.0,13782.486,,,,,,,,,,,,,,
411,2021-10-07,,,17.0,7106.876,,,,,,,,,,,,
411,2021-10-07,,,,,14.0,4740.791,,,,,,,,,,
411,2021-10-08,4.0,23588.385,,,,,,,,,,,,,,
411,2021-10-08,,,12.0,2941.8140000000003,,,,,,,,,,,,
411,2021-10-08,,,,,16.0,3286.3279999999995,,,,,,,,,,
411,2021-10-09,,,,,,,,,19.0,8292.496,,,,,,
411,2021-10-09,,,,,,,,,,,17.0,2714.3990000000003,,,,
411,2021-10-09,,,,,,,,,,,,,8.0,14580.178,,
411,2021-10-10,,,,,,,,,17.0,12428.039,,,,,,
411,2021-10-10,,,,,,,,,,,12.0,6683.639999999999,,,,
411,2021-10-10,,,,,,,,,,,,,14.0,5649.752,,
411,2021-10-11,5.0,12639.503999999999,,,,,,,,,,,,,,
411,2021-10-11,,,10.0,8740.749,,,,,,,,,,,,
411,2021-10-11,,,,,12.0,2478.5009999999997,,,,,,,,,,
411,2021-10-12,7.0,1275.1650000000002,,,,,,,,,,,,,,
411,2021-10-12,,,1.0,3.585,,,,,,,,,,,,
411,2021-10-12,,,,,6.0,3202.744,,,,,,,,,,
411,2021-10-13,9.0,1571.3450000000003,,,,,,,,,,,,,,
411,2021-10-13,,,12.0,10647.129,,,,,,,,,,,,
411,2021-10-14,9.0,14489.181999999999,,,,,,,,,,,,,,
411,2021-10-14,,,8.0,6536.235,,,,,,,,,,,,
411,2021-10-14,,,,,9.0,3776.0320000000006,,,,,,,,,,
411,2021-10-15,10.0,7145.314,,,,,,,,,,,,,,
411,2021-10-15,,,24.0,5620.043,,,,,,,,,,,,
411,2021-10-15,,,,,9.0,3657.314,,,,,,,,,,
411,2021-10-16,,,,,,,,,5.0,8247.02,,,,,,
411,2021-10-16,,,,,,,,,,,10.0,11063.742,,,,
411,2021-10-16,,,,,,,,,,,,,3.0,2837.4,,
411,2021-10-17,,,,,,,,,5.0,17760.821,,,,,,
411,2021-10-17,,,,,,,,,,,19.0,7160.094999999999,,,,
411,2021-10-17,,,,,,,,,,,,,4.0,3338.853,,
411,2021-10-18,26.0,6868.45,,,,,,,,,,,,,,
411,2021-10-18,,,34.0,3627.0389999999998,,,,,,,,,,,,
411,2021-10-18,,,,,12.0,5291.142,,,,,,,,,,
411,2021-10-19,11.0,6629.079,,,,,,,,,,,,,,
411,2021-10-19,,,30.0,2990.4710000000005,,,,,,,,,,,,
411,2021-10-19,,,,,6.0,1916.375,,,,,,,,,,
411,2021-10-20,3.0,981.492,,,,,,,,,,,,,,
411,2021-10-20,,,3.0,400.182,,,,,,,,,,,,
411,2021-10-20,,,,,6.0,467.78399999999993,,,,,,,,,,
411,2021-10-21,15.0,12435.458000000002,,,,,,,,,,,,,,
411,2021-10-21,,,17.0,2201.39,,,,,,,,,,,,
411,2021-10-21,,,,,15.0,6862.929000000001,,,,,,,,,,
411,2021-10-22,10.0,1527.6770000000001,,,,,,,,,,,,,,
411,2021-10-22,,,5.0,1168.878,,,,,,,,,,,,
411,2021-10-22,,,,,7.0,8822.241,,,,,,,,,,
411,2021-10-23,,,,,,,,,7.0,6982.3589999999995,,,,,,
411,2021-10-23,,,,,,,,,,,11.0,2087.816,,,,
411,2021-10-23,,,,,,,,,,,,,9.0,2771.192,,
411,2021-10-24,,,,,,,,,5.0,8285.287,,,,,,
411,2021-10-24,,,,,,,,,,,17.0,5673.579,,,,
411,2021-10-24,,,,,,,,,,,,,4.0,5937.871,,
411,2021-10-24,,,,,,,,,,,,,,,0.0,0.0
411,2021-10-25,5.0,9667.377999999999,,,,,,,,,,,,,,
411,2021-10-25,,,13.0,2522.724,,,,,,,,,,,,
411,2021-10-25,,,,,6.0,917.949,,,,,,,,,,
411,2021-10-26,10.0,8613.69,,,,,,,,,,,,,,
411,2021-10-26,,,19.0,3478.639,,,,,,,,,,,,
411,2021-10-26,,,,,10.0,6607.48,,,,,,,,,,
411,2021-10-27,14.0,11816.636,,,,,,,,,,,,,,
411,2021-10-27,,,13.0,973.573,,,,,,,,,,,,
411,2021-10-27,,,,,4.0,7250.401,,,,,,,,,,
411,2021-10-28,10.0,8539.273,,,,,,,,,,,,,,
411,2021-10-28,,,25.0,2438.073,,,,,,,,,,,,
411,2021-10-28,,,,,8.0,6386.093000000001,,,,,,,,,,
411,2021-10-29,15.0,12422.623000000001,,,,,,,,,,,,,,
411,2021-10-29,,,24.0,2963.86,,,,,,,,,,,,
411,2021-10-29,,,,,7.0,3172.2029999999995,,,,,,,,,,
411,2021-10-30,,,,,,,,,5.0,412.353,,,,,,
411,2021-10-30,,,,,,,,,,,6.0,14227.457000000002,,,,
411,2021-10-30,,,,,,,,,,,,,10.0,6585.672,,
411,2021-10-31,,,,,,,,,,,14.0,5352.5059999999985,,,,
411,2021-10-31,,,,,,,,,,,,,8.0,5199.881,,
411,2021-11-01,9.0,11540.733,,,,,,,,,,,,,,
411,2021-11-01,,,13.0,2766.329,,,,,,,,,,,,
411,2021-11-01,,,,,7.0,1670.056,,,,,,,,,,
411,2021-11-02,15.0,16363.087999999996,,,,,,,,,,,,,,
411,2021-11-02,,,14.0,2390.569,,,,,,,,,,,,
411,2021-11-02,,,,,7.0,4066.6440000000002,,,,,,,,,,
411,2021-11-03,9.0,6125.755,,,,,,,,,,,,,,
411,2021-11-03,,,12.0,9614.534,,,,,,,,,,,,
411,2021-11-03,,,,,11.0,8684.826000000001,,,,,,,,,,
411,2021-11-03,,,,,,,1.0,6.961,,,,,,,,
411,2021-11-04,11.0,10767.82,,,,,,,,,,,,,,
411,2021-11-04,,,13.0,6922.754000000001,,,,,,,,,,,,
411,2021-11-04,,,,,4.0,1296.8680000000002,,,,,,,,,,
411,2021-11-05,19.0,12311.705,,,,,,,,,,,,,,
411,2021-11-05,,,15.0,3887.6600000000008,,,,,,,,,,,,
411,2021-11-05,,,,,7.0,5463.061000000001,,,,,,,,,,
411,2021-11-05,,,,,,,1.0,26.465,,,,,,,,
411,2021-11-06,,,,,,,,,4.0,7981.519,,,,,,
411,2021-11-06,,,,,,,,,,,16.0,4096.249,,,,
411,2021-11-06,,,,,,,,,,,,,8.0,10140.563,,
411,2021-11-07,,,,,,,,,1.0,4160.89,,,,,,
411,2021-11-07,,,,,,,,,,,12.0,8769.632,,,,
411,2021-11-07,,,,,,,,,,,,,11.0,3329.7809999999995,,
411,2021-11-07,,,,,,,,,,,,,,,1.0,4061.918
411,2021-11-08,7.0,10885.248000000001,,,,,,,,,,,,,,
411,2021-11-08,,,8.0,5664.654,,,,,,,,,,,,
411,2021-11-08,,,,,7.0,8129.335999999999,,,,,,,,,,
411,2021-11-09,8.0,6602.513999999999,,,,,,,,,,,,,,
411,2021-11-09,,,13.0,1045.548,,,,,,,,,,,,
411,2021-11-09,,,,,8.0,6092.833,,,,,,,,,,
411,2021-11-10,13.0,19140.088,,,,,,,,,,,,,,
411,2021-11-10,,,10.0,4159.226000000001,,,,,,,,,,,,
411,2021-11-10,,,,,7.0,7499.375999999999,,,,,,,,,,
411,2021-11-11,2.0,33428.03,,,,,,,,,,,,,,
411,2021-11-11,,,7.0,772.7900000000001,,,,,,,,,,,,
411,2021-11-11,,,,,8.0,2139.5899999999997,,,,,,,,,,
